0,Phase,,First Quarter,Full Moon,Last Quarter,New Moon
442,Criminal Homicide,2013-12-01,6.0,1.0,4.0,6.0
443,Criminal Homicide,2014-01-01,5.0,2.0,4.0,5.0
444,Criminal Homicide,2014-02-01,2.0,4.0,,1.0
445,Criminal Homicide,2014-03-01,3.0,4.0,4.0,4.0
446,Criminal Homicide,2014-04-01,5.0,2.0,3.0,
447,Criminal Homicide,2014-05-01,3.0,2.0,3.0,1.0
448,Criminal Homicide,2014-06-01,1.0,2.0,,4.0
449,Criminal Homicide,2014-07-01,5.0,3.0,1.0,4.0
450,Criminal Homicide,2014-08-01,6.0,5.0,,8.0
451,Criminal Homicide,2014-09-01,3.0,9.0,1.0,2.0
452,Criminal Homicide,2014-10-01,4.0,4.0,6.0,8.0
453,Criminal Homicide,2014-11-01,3.0,2.0,7.0,6.0
454,Criminal Homicide,2014-12-01,6.0,7.0,5.0,5.0
455,Criminal Homicide,2015-01-01,3.0,2.0,1.0,12.0
456,Criminal Homicide,2015-02-01,2.0,2.0,3.0,3.0
457,Criminal Homicide,2015-03-01,4.0,2.0,1.0,3.0
458,Criminal Homicide,2015-04-01,5.0,10.0,2.0,5.0
459,Criminal Homicide,2015-05-01,3.0,7.0,3.0,4.0
460,Criminal Homicide,2015-06-01,7.0,8.0,5.0,5.0
461,Criminal Homicide,2015-07-01,8.0,5.0,2.0,5.0
462,Criminal Homicide,2015-08-01,8.0,4.0,7.0,6.0
463,Criminal Homicide,2015-09-01,4.0,5.0,1.0,6.0
464,Criminal Homicide,2015-10-01,,6.0,5.0,6.0
465,Criminal Homicide,2015-11-01,3.0,2.0,5.0,2.0
466,Criminal Homicide,2015-12-01,2.0,1.0,3.0,4.0
467,Criminal Homicide,2016-01-01,3.0,8.0,4.0,3.0
468,Criminal Homicide,2016-02-01,2.0,1.0,1.0,
469,Criminal Homicide,2016-03-01,3.0,7.0,5.0,3.0
470,Criminal Homicide,2016-04-01,3.0,8.0,10.0,3.0
471,Criminal Homicide,2016-05-01,,3.0,10.0,4.0
472,Criminal Homicide,2016-06-01,6.0,3.0,,7.0
473,Criminal Homicide,2016-07-01,3.0,6.0,,9.0
474,Criminal Homicide,2016-08-01,5.0,11.0,5.0,8.0
475,Criminal Homicide,2016-09-01,6.0,6.0,3.0,2.0
476,Criminal Homicide,2016-10-01,2.0,4.0,2.0,7.0
477,Criminal Homicide,2016-11-01,7.0,2.0,7.0,2.0
478,Criminal Homicide,2016-12-01,6.0,4.0,1.0,5.0
479,Criminal Homicide,2017-01-01,1.0,4.0,5.0,7.0
480,Criminal Homicide,2017-02-01,2.0,9.0,2.0,5.0
481,Criminal Homicide,2017-03-01,1.0,4.0,3.0,1.0
482,Criminal Homicide,2017-04-01,5.0,5.0,3.0,7.0
483,Criminal Homicide,2017-05-01,7.0,6.0,2.0,5.0
484,Criminal Homicide,2017-06-01,8.0,7.0,8.0,6.0
485,Criminal Homicide,2017-07-01,6.0,12.0,5.0,4.0
486,Criminal Homicide,2017-08-01,9.0,7.0,4.0,5.0
487,Criminal Homicide,2017-09-01,3.0,6.0,4.0,2.0
488,Criminal Homicide,2017-10-01,6.0,5.0,2.0,4.0
489,Criminal Homicide,2017-11-01,8.0,6.0,3.0,7.0
490,Criminal Homicide,2017-12-01,4.0,5.0,2.0,3.0
491,Criminal Homicide,2018-01-01,5.0,10.0,1.0,6.0
492,Criminal Homicide,2018-02-01,1.0,3.0,3.0,2.0
493,Criminal Homicide,2018-03-01,4.0,2.0,3.0,3.0
494,Forcible Rape,2008-01-01,6.0,7.0,3.0,13.0
495,Forcible Rape,2008-02-01,3.0,4.0,6.0,6.0
496,Forcible Rape,2008-03-01,4.0,4.0,3.0,2.0
497,Forcible Rape,2008-04-01,1.0,4.0,4.0,7.0
498,Forcible Rape,2008-05-01,2.0,8.0,9.0,4.0
499,Forcible Rape,2008-06-01,3.0,4.0,6.0,4.0
500,Forcible Rape,2008-07-01,2.0,3.0,3.0,11.0
501,Forcible Rape,2008-08-01,7.0,10.0,6.0,2.0
502,Forcible Rape,2008-09-01,9.0,9.0,7.0,4.0
503,Forcible Rape,2008-10-01,6.0,4.0,5.0,3.0
504,Forcible Rape,2008-11-01,2.0,3.0,1.0,3.0
505,Forcible Rape,2008-12-01,2.0,6.0,5.0,7.0
506,Forcible Rape,2009-01-01,16.0,2.0,5.0,5.0
507,Forcible Rape,2009-02-01,7.0,3.0,1.0,9.0
508,Forcible Rape,2009-03-01,3.0,4.0,1.0,7.0
509,Forcible Rape,2009-04-01,10.0,2.0,4.0,10.0
510,Forcible Rape,2009-05-01,7.0,6.0,2.0,6.0
511,Forcible Rape,2009-06-01,2.0,3.0,6.0,4.0
512,Forcible Rape,2009-07-01,5.0,10.0,8.0,4.0
513,Forcible Rape,2009-08-01,5.0,3.0,6.0,8.0
514,Forcible Rape,2009-09-01,6.0,6.0,4.0,4.0
515,Forcible Rape,2009-10-01,5.0,9.0,3.0,5.0
516,Forcible Rape,2009-11-01,6.0,5.0,3.0,7.0
517,Forcible Rape,2009-12-01,2.0,8.0,3.0,2.0
518,Forcible Rape,2010-01-01,2.0,1.0,19.0,2.0
519,Forcible Rape,2010-02-01,1.0,3.0,4.0,5.0
520,Forcible Rape,2010-03-01,3.0,4.0,2.0,2.0
521,Forcible Rape,2010-04-01,7.0,6.0,6.0,5.0
522,Forcible Rape,2010-05-01,3.0,1.0,15.0,6.0
523,Forcible Rape,2010-06-01,5.0,2.0,8.0,5.0
524,Forcible Rape,2010-07-01,6.0,7.0,8.0,4.0
525,Forcible Rape,2010-08-01,4.0,2.0,9.0,1.0
526,Forcible Rape,2010-09-01,4.0,1.0,6.0,4.0
527,Forcible Rape,2010-10-01,1.0,2.0,6.0,2.0
528,Forcible Rape,2010-11-01,3.0,1.0,6.0,5.0
529,Forcible Rape,2010-12-01,5.0,3.0,5.0,6.0
530,Forcible Rape,2011-01-01,1.0,6.0,5.0,11.0
531,Forcible Rape,2011-02-01,4.0,6.0,3.0,3.0
532,Forcible Rape,2011-03-01,5.0,7.0,2.0,7.0
533,Forcible Rape,2011-04-01,6.0,2.0,1.0,9.0
534,Forcible Rape,2011-05-01,4.0,,2.0,2.0
535,Forcible Rape,2011-06-01,10.0,3.0,7.0,9.0
536,Forcible Rape,2011-07-01,7.0,4.0,6.0,8.0
537,Forcible Rape,2011-08-01,6.0,4.0,7.0,5.0
538,Forcible Rape,2011-09-01,7.0,3.0,6.0,1.0
539,Forcible Rape,2011-10-01,7.0,3.0,2.0,4.0
540,Forcible Rape,2011-11-01,9.0,3.0,3.0,4.0
541,Forcible Rape,2011-12-01,8.0,3.0,3.0,
542,Forcible Rape,2012-01-01,14.0,4.0,3.0,1.0
543,Forcible Rape,2012-02-01,1.0,6.0,7.0,2.0
544,Forcible Rape,2012-03-01,4.0,5.0,3.0,7.0
545,Forcible Rape,2012-04-01,2.0,4.0,5.0,10.0
546,Forcible Rape,2012-05-01,3.0,7.0,4.0,6.0
547,Forcible Rape,2012-06-01,6.0,9.0,6.0,5.0
548,Forcible Rape,2012-07-01,6.0,11.0,6.0,5.0
549,Forcible Rape,2012-08-01,3.0,5.0,1.0,8.0
550,Forcible Rape,2012-09-01,3.0,3.0,9.0,4.0
551,Forcible Rape,2012-10-01,5.0,3.0,4.0,2.0
552,Forcible Rape,2012-11-01,4.0,2.0,9.0,6.0
553,Forcible Rape,2012-12-01,5.0,4.0,10.0,3.0
554,Forcible Rape,2013-01-01,5.0,6.0,20.0,3.0
555,Forcible Rape,2013-02-01,5.0,3.0,2.0,6.0
556,Forcible Rape,2013-03-01,7.0,6.0,10.0,4.0
557,Forcible Rape,2013-04-01,6.0,4.0,10.0,4.0
558,Forcible Rape,2013-05-01,11.0,5.0,9.0,7.0
559,Forcible Rape,2013-06-01,6.0,5.0,2.0,6.0
560,Forcible Rape,2013-07-01,9.0,4.0,6.0,12.0
561,Forcible Rape,2013-08-01,3.0,5.0,7.0,8.0
562,Forcible Rape,2013-09-01,8.0,7.0,9.0,6.0
563,Forcible Rape,2013-10-01,5.0,10.0,5.0,9.0
564,Forcible Rape,2013-11-01,4.0,5.0,7.0,14.0
565,Forcible Rape,2013-12-01,1.0,3.0,8.0,9.0
566,Forcible Rape,2014-01-01,5.0,4.0,1.0,12.0
567,Forcible Rape,2014-02-01,1.0,3.0,8.0,1.0
568,Forcible Rape,2014-03-01,4.0,7.0,5.0,1.0
569,Forcible Rape,2014-04-01,4.0,4.0,5.0,6.0
570,Forcible Rape,2014-05-01,11.0,5.0,1.0,7.0
571,Forcible Rape,2014-06-01,11.0,4.0,,6.0
572,Forcible Rape,2014-07-01,7.0,4.0,3.0,7.0
573,Forcible Rape,2014-08-01,14.0,4.0,3.0,8.0
574,Forcible Rape,2014-09-01,4.0,6.0,11.0,6.0
575,Forcible Rape,2014-10-01,12.0,6.0,3.0,5.0
576,Forcible Rape,2014-11-01,1.0,7.0,4.0,6.0
577,Forcible Rape,2014-12-01,3.0,3.0,7.0,3.0
578,Forcible Rape,2015-01-01,3.0,15.0,2.0,5.0
579,Forcible Rape,2015-02-01,2.0,3.0,9.0,2.0
580,Forcible Rape,2015-03-01,2.0,3.0,7.0,2.0
581,Forcible Rape,2015-04-01,3.0,5.0,4.0,
582,Forcible Rape,2015-05-01,3.0,4.0,4.0,5.0
583,Forcible Rape,2015-06-01,7.0,10.0,4.0,4.0
584,Forcible Rape,2015-07-01,8.0,14.0,3.0,5.0
585,Forcible Rape,2015-08-01,5.0,1.0,6.0,2.0
586,Forcible Rape,2015-09-01,3.0,9.0,7.0,6.0
587,Forcible Rape,2015-10-01,3.0,6.0,7.0,7.0
588,Forcible Rape,2015-11-01,4.0,2.0,6.0,11.0
589,Forcible Rape,2015-12-01,2.0,6.0,6.0,2.0
590,Forcible Rape,2016-01-01,6.0,2.0,8.0,11.0
591,Forcible Rape,2016-02-01,,4.0,7.0,6.0
592,Forcible Rape,2016-03-01,7.0,5.0,10.0,1.0
593,Forcible Rape,2016-04-01,3.0,8.0,9.0,4.0
594,Forcible Rape,2016-05-01,8.0,4.0,9.0,5.0
595,Forcible Rape,2016-06-01,6.0,7.0,2.0,8.0
596,Forcible Rape,2016-07-01,7.0,4.0,5.0,10.0
597,Forcible Rape,2016-08-01,3.0,4.0,3.0,9.0
598,Forcible Rape,2016-09-01,6.0,8.0,7.0,10.0
599,Forcible Rape,2016-10-01,5.0,2.0,4.0,10.0
600,Forcible Rape,2016-11-01,7.0,4.0,7.0,5.0
601,Forcible Rape,2016-12-01,7.0,,3.0,8.0
602,Forcible Rape,2017-01-01,8.0,5.0,4.0,2.0
603,Forcible Rape,2017-02-01,,5.0,4.0,6.0
604,Forcible Rape,2017-03-01,7.0,2.0,2.0,3.0
605,Forcible Rape,2017-04-01,4.0,1.0,7.0,4.0
606,Forcible Rape,2017-05-01,5.0,5.0,6.0,1.0
607,Forcible Rape,2017-06-01,11.0,5.0,4.0,4.0
608,Forcible Rape,2017-07-01,5.0,7.0,5.0,5.0
609,Forcible Rape,2017-08-01,3.0,4.0,8.0,2.0
610,Forcible Rape,2017-09-01,6.0,7.0,5.0,8.0
611,Forcible Rape,2017-10-01,6.0,14.0,8.0,2.0
612,Forcible Rape,2017-11-01,2.0,6.0,6.0,4.0
613,Forcible Rape,2017-12-01,2.0,4.0,3.0,4.0
614,Forcible Rape,2018-01-01,1.0,4.0,5.0,3.0
615,Forcible Rape,2018-02-01,4.0,3.0,1.0,9.0
616,Forcible Rape,2018-03-01,5.0,3.0,,4.0
617,Larceny-theft,2008-01-01,346.0,282.0,337.0,413.0
618,Larceny-theft,2008-02-01,265.0,240.0,341.0,258.0
619,Larceny-theft,2008-03-01,287.0,334.0,384.0,387.0
620,Larceny-theft,2008-04-01,302.0,349.0,426.0,389.0
621,Larceny-theft,2008-05-01,298.0,384.0,431.0,377.0
622,Larceny-theft,2008-06-01,421.0,389.0,358.0,331.0
623,Larceny-theft,2008-07-01,301.0,376.0,332.0,337.0
624,Larceny-theft,2008-08-01,398.0,411.0,345.0,338.0
625,Larceny-theft,2008-09-01,467.0,540.0,434.0,207.0
626,Larceny-theft,2008-10-01,456.0,365.0,354.0,358.0
627,Larceny-theft,2008-11-01,461.0,289.0,235.0,385.0
628,Larceny-theft,2008-12-01,453.0,292.0,259.0,267.0
629,Larceny-theft,2009-01-01,401.0,316.0,322.0,270.0
630,Larceny-theft,2009-02-01,189.0,223.0,313.0,366.0
631,Larceny-theft,2009-03-01,377.0,290.0,284.0,359.0
632,Larceny-theft,2009-04-01,353.0,288.0,327.0,343.0
633,Larceny-theft,2009-05-01,400.0,347.0,353.0,318.0
634,Larceny-theft,2009-06-01,372.0,417.0,435.0,369.0
635,Larceny-theft,2009-07-01,317.0,542.0,424.0,391.0
636,Larceny-theft,2009-08-01,384.0,509.0,374.0,389.0
637,Larceny-theft,2009-09-01,454.0,445.0,539.0,384.0
638,Larceny-theft,2009-10-01,470.0,586.0,431.0,381.0
639,Larceny-theft,2009-11-01,387.0,467.0,340.0,365.0
640,Larceny-theft,2009-12-01,407.0,353.0,304.0,288.0
641,Larceny-theft,2010-01-01,340.0,210.0,256.0,290.0
642,Larceny-theft,2010-02-01,303.0,232.0,168.0,255.0
643,Larceny-theft,2010-03-01,402.0,361.0,338.0,344.0
644,Larceny-theft,2010-04-01,415.0,343.0,435.0,454.0
645,Larceny-theft,2010-05-01,281.0,302.0,437.0,407.0
646,Larceny-theft,2010-06-01,350.0,344.0,406.0,331.0
647,Larceny-theft,2010-07-01,332.0,446.0,445.0,362.0
648,Larceny-theft,2010-08-01,302.0,397.0,500.0,348.0
649,Larceny-theft,2010-09-01,356.0,387.0,386.0,325.0
650,Larceny-theft,2010-10-01,315.0,401.0,411.0,294.0
651,Larceny-theft,2010-11-01,283.0,384.0,311.0,360.0
652,Larceny-theft,2010-12-01,330.0,392.0,239.0,366.0
653,Larceny-theft,2011-01-01,336.0,314.0,242.0,335.0
654,Larceny-theft,2011-02-01,225.0,237.0,198.0,234.0
655,Larceny-theft,2011-03-01,314.0,248.0,296.0,310.0
656,Larceny-theft,2011-04-01,344.0,330.0,307.0,402.0
657,Larceny-theft,2011-05-01,328.0,321.0,327.0,572.0
658,Larceny-theft,2011-06-01,428.0,292.0,484.0,418.0
659,Larceny-theft,2011-07-01,359.0,344.0,348.0,393.0
660,Larceny-theft,2011-08-01,342.0,312.0,316.0,278.0
661,Larceny-theft,2011-09-01,254.0,334.0,343.0,309.0
662,Larceny-theft,2011-10-01,420.0,281.0,333.0,253.0
663,Larceny-theft,2011-11-01,282.0,347.0,373.0,305.0
664,Larceny-theft,2011-12-01,287.0,312.0,270.0,219.0
665,Larceny-theft,2012-01-01,262.0,215.0,168.0,183.0
666,Larceny-theft,2012-02-01,223.0,169.0,158.0,177.0
667,Larceny-theft,2012-03-01,326.0,275.0,223.0,249.0
668,Larceny-theft,2012-04-01,304.0,254.0,307.0,378.0
669,Larceny-theft,2012-05-01,335.0,437.0,246.0,306.0
670,Larceny-theft,2012-06-01,342.0,305.0,304.0,380.0
671,Larceny-theft,2012-07-01,289.0,348.0,339.0,305.0
672,Larceny-theft,2012-08-01,281.0,445.0,277.0,257.0
673,Larceny-theft,2012-09-01,222.0,300.0,295.0,365.0
674,Larceny-theft,2012-10-01,377.0,277.0,413.0,282.0
675,Larceny-theft,2012-11-01,234.0,290.0,335.0,223.0
676,Larceny-theft,2012-12-01,285.0,250.0,298.0,247.0
677,Larceny-theft,2013-01-01,303.0,329.0,355.0,233.0
678,Larceny-theft,2013-02-01,184.0,189.0,167.0,220.0
679,Larceny-theft,2013-03-01,247.0,242.0,252.0,196.0
680,Larceny-theft,2013-04-01,296.0,229.0,305.0,223.0
681,Larceny-theft,2013-05-01,342.0,320.0,351.0,299.0
682,Larceny-theft,2013-06-01,304.0,287.0,307.0,361.0
683,Larceny-theft,2013-07-01,333.0,312.0,383.0,409.0
684,Larceny-theft,2013-08-01,343.0,331.0,300.0,444.0
685,Larceny-theft,2013-09-01,330.0,283.0,344.0,311.0
686,Larceny-theft,2013-10-01,186.0,247.0,317.0,389.0
687,Larceny-theft,2013-11-01,250.0,233.0,290.0,268.0
688,Larceny-theft,2013-12-01,135.0,215.0,243.0,276.0
689,Larceny-theft,2014-01-01,159.0,236.0,218.0,229.0
690,Larceny-theft,2014-02-01,136.0,213.0,184.0,129.0
691,Larceny-theft,2014-03-01,185.0,246.0,234.0,231.0
692,Larceny-theft,2014-04-01,238.0,255.0,207.0,284.0
693,Larceny-theft,2014-05-01,339.0,243.0,283.0,256.0
694,Larceny-theft,2014-06-01,304.0,273.0,235.0,246.0
695,Larceny-theft,2014-07-01,332.0,254.0,214.0,292.0
696,Larceny-theft,2014-08-01,369.0,247.0,248.0,338.0
697,Larceny-theft,2014-09-01,309.0,254.0,289.0,327.0
698,Larceny-theft,2014-10-01,394.0,255.0,364.0,287.0
699,Larceny-theft,2014-11-01,269.0,252.0,254.0,305.0
700,Larceny-theft,2014-12-01,209.0,366.0,342.0,349.0
701,Larceny-theft,2015-01-01,257.0,306.0,242.0,274.0
702,Larceny-theft,2015-02-01,160.0,159.0,205.0,158.0
703,Larceny-theft,2015-03-01,274.0,271.0,299.0,255.0
704,Larceny-theft,2015-04-01,235.0,273.0,278.0,234.0
705,Larceny-theft,2015-05-01,233.0,402.0,233.0,213.0
706,Larceny-theft,2015-06-01,326.0,311.0,251.0,271.0
707,Larceny-theft,2015-07-01,345.0,393.0,231.0,329.0
708,Larceny-theft,2015-08-01,364.0,309.0,400.0,261.0
709,Larceny-theft,2015-09-01,278.0,222.0,297.0,327.0
710,Larceny-theft,2015-10-01,219.0,260.0,262.0,327.0
711,Larceny-theft,2015-11-01,249.0,212.0,261.0,248.0
712,Larceny-theft,2015-12-01,225.0,205.0,263.0,237.0
713,Larceny-theft,2016-01-01,178.0,227.0,270.0,211.0
714,Larceny-theft,2016-02-01,164.0,175.0,202.0,217.0
715,Larceny-theft,2016-03-01,184.0,247.0,262.0,207.0
716,Larceny-theft,2016-04-01,188.0,232.0,274.0,231.0
717,Larceny-theft,2016-05-01,254.0,274.0,311.0,287.0
718,Larceny-theft,2016-06-01,241.0,319.0,258.0,305.0
719,Larceny-theft,2016-07-01,298.0,280.0,235.0,391.0
720,Larceny-theft,2016-08-01,331.0,344.0,312.0,363.0
721,Larceny-theft,2016-09-01,370.0,280.0,271.0,297.0
722,Larceny-theft,2016-10-01,336.0,273.0,216.0,402.0
723,Larceny-theft,2016-11-01,284.0,235.0,222.0,242.0
724,Larceny-theft,2016-12-01,267.0,213.0,227.0,236.0
725,Larceny-theft,2017-01-01,233.0,217.0,249.0,316.0
726,Larceny-theft,2017-02-01,177.0,176.0,249.0,269.0
727,Larceny-theft,2017-03-01,245.0,234.0,271.0,277.0
728,Larceny-theft,2017-04-01,269.0,249.0,292.0,216.0
729,Larceny-theft,2017-05-01,294.0,236.0,338.0,233.0
730,Larceny-theft,2017-06-01,270.0,264.0,286.0,247.0
731,Larceny-theft,2017-07-01,313.0,368.0,271.0,234.0
732,Larceny-theft,2017-08-01,298.0,363.0,328.0,247.0
733,Larceny-theft,2017-09-01,300.0,268.0,237.0,286.0
734,Larceny-theft,2017-10-01,386.0,396.0,295.0,233.0
735,Larceny-theft,2017-11-01,264.0,292.0,223.0,265.0
736,Larceny-theft,2017-12-01,264.0,260.0,279.0,277.0
737,Larceny-theft,2018-01-01,234.0,319.0,228.0,301.0
738,Larceny-theft,2018-02-01,234.0,122.0,168.0,239.0
739,Larceny-theft,2018-03-01,204.0,208.0,203.0,276.0
740,Motor Vehicle Theft,2008-01-01,216.0,186.0,152.0,265.0
741,Motor Vehicle Theft,2008-02-01,143.0,194.0,159.0,155.0
742,Motor Vehicle Theft,2008-03-01,142.0,180.0,183.0,179.0
743,Motor Vehicle Theft,2008-04-01,118.0,218.0,149.0,137.0
744,Motor Vehicle Theft,2008-05-01,143.0,153.0,212.0,139.0
745,Motor Vehicle Theft,2008-06-01,134.0,207.0,201.0,177.0
746,Motor Vehicle Theft,2008-07-01,172.0,171.0,173.0,193.0
747,Motor Vehicle Theft,2008-08-01,258.0,209.0,189.0,162.0
748,Motor Vehicle Theft,2008-09-01,249.0,276.0,195.0,74.0
749,Motor Vehicle Theft,2008-10-01,165.0,219.0,173.0,209.0
750,Motor Vehicle Theft,2008-11-01,208.0,174.0,160.0,254.0
751,Motor Vehicle Theft,2008-12-01,205.0,164.0,186.0,216.0
752,Motor Vehicle Theft,2009-01-01,212.0,146.0,161.0,133.0
753,Motor Vehicle Theft,2009-02-01,92.0,153.0,125.0,136.0
754,Motor Vehicle Theft,2009-03-01,107.0,67.0,101.0,86.0
755,Motor Vehicle Theft,2009-04-01,65.0,79.0,120.0,116.0
756,Motor Vehicle Theft,2009-05-01,144.0,76.0,102.0,82.0
757,Motor Vehicle Theft,2009-06-01,116.0,119.0,106.0,109.0
758,Motor Vehicle Theft,2009-07-01,97.0,169.0,129.0,112.0
759,Motor Vehicle Theft,2009-08-01,80.0,137.0,139.0,96.0
760,Motor Vehicle Theft,2009-09-01,133.0,131.0,114.0,79.0
761,Motor Vehicle Theft,2009-10-01,168.0,179.0,129.0,126.0
762,Motor Vehicle Theft,2009-11-01,115.0,154.0,137.0,114.0
763,Motor Vehicle Theft,2009-12-01,165.0,102.0,96.0,113.0
764,Motor Vehicle Theft,2010-01-01,121.0,76.0,99.0,85.0
765,Motor Vehicle Theft,2010-02-01,68.0,54.0,46.0,73.0
766,Motor Vehicle Theft,2010-03-01,106.0,74.0,78.0,84.0
767,Motor Vehicle Theft,2010-04-01,111.0,90.0,97.0,120.0
768,Motor Vehicle Theft,2010-05-01,84.0,91.0,137.0,133.0
769,Motor Vehicle Theft,2010-06-01,110.0,113.0,121.0,114.0
770,Motor Vehicle Theft,2010-07-01,92.0,113.0,147.0,89.0
771,Motor Vehicle Theft,2010-08-01,74.0,94.0,157.0,106.0
772,Motor Vehicle Theft,2010-09-01,89.0,117.0,127.0,120.0
773,Motor Vehicle Theft,2010-10-01,85.0,126.0,104.0,91.0
774,Motor Vehicle Theft,2010-11-01,84.0,91.0,89.0,74.0
775,Motor Vehicle Theft,2010-12-01,106.0,116.0,72.0,96.0
776,Motor Vehicle Theft,2011-01-01,59.0,75.0,64.0,57.0
777,Motor Vehicle Theft,2011-02-01,48.0,44.0,38.0,46.0
778,Motor Vehicle Theft,2011-03-01,82.0,72.0,72.0,62.0
779,Motor Vehicle Theft,2011-04-01,83.0,93.0,70.0,94.0
780,Motor Vehicle Theft,2011-05-01,76.0,80.0,86.0,114.0
781,Motor Vehicle Theft,2011-06-01,92.0,76.0,113.0,99.0
782,Motor Vehicle Theft,2011-07-01,71.0,115.0,88.0,106.0
783,Motor Vehicle Theft,2011-08-01,84.0,93.0,98.0,73.0
784,Motor Vehicle Theft,2011-09-01,81.0,84.0,67.0,81.0
785,Motor Vehicle Theft,2011-10-01,92.0,81.0,80.0,71.0
786,Motor Vehicle Theft,2011-11-01,85.0,71.0,82.0,69.0
787,Motor Vehicle Theft,2011-12-01,96.0,77.0,56.0,61.0
788,Motor Vehicle Theft,2012-01-01,74.0,71.0,55.0,64.0
789,Motor Vehicle Theft,2012-02-01,68.0,40.0,48.0,66.0
790,Motor Vehicle Theft,2012-03-01,97.0,57.0,67.0,51.0
791,Motor Vehicle Theft,2012-04-01,71.0,65.0,65.0,90.0
792,Motor Vehicle Theft,2012-05-01,90.0,108.0,67.0,79.0
793,Motor Vehicle Theft,2012-06-01,94.0,81.0,96.0,101.0
794,Motor Vehicle Theft,2012-07-01,111.0,115.0,108.0,111.0
795,Motor Vehicle Theft,2012-08-01,101.0,130.0,113.0,94.0
796,Motor Vehicle Theft,2012-09-01,76.0,76.0,79.0,84.0
797,Motor Vehicle Theft,2012-10-01,103.0,64.0,77.0,71.0
798,Motor Vehicle Theft,2012-11-01,71.0,82.0,75.0,76.0
799,Motor Vehicle Theft,2012-12-01,81.0,77.0,111.0,73.0
800,Motor Vehicle Theft,2013-01-01,60.0,91.0,91.0,59.0
801,Motor Vehicle Theft,2013-02-01,46.0,54.0,35.0,67.0
802,Motor Vehicle Theft,2013-03-01,65.0,76.0,83.0,56.0
803,Motor Vehicle Theft,2013-04-01,95.0,87.0,88.0,56.0
804,Motor Vehicle Theft,2013-05-01,89.0,69.0,111.0,84.0
805,Motor Vehicle Theft,2013-06-01,91.0,63.0,70.0,87.0
806,Motor Vehicle Theft,2013-07-01,70.0,77.0,105.0,94.0
807,Motor Vehicle Theft,2013-08-01,89.0,81.0,73.0,105.0
808,Motor Vehicle Theft,2013-09-01,71.0,82.0,102.0,90.0
809,Motor Vehicle Theft,2013-10-01,68.0,64.0,100.0,111.0
810,Motor Vehicle Theft,2013-11-01,63.0,60.0,69.0,90.0
811,Motor Vehicle Theft,2013-12-01,49.0,80.0,93.0,136.0
812,Motor Vehicle Theft,2014-01-01,63.0,87.0,86.0,65.0
813,Motor Vehicle Theft,2014-02-01,48.0,50.0,61.0,61.0
814,Motor Vehicle Theft,2014-03-01,55.0,62.0,71.0,56.0
815,Motor Vehicle Theft,2014-04-01,75.0,97.0,82.0,60.0
816,Motor Vehicle Theft,2014-05-01,79.0,56.0,67.0,55.0
817,Motor Vehicle Theft,2014-06-01,86.0,61.0,73.0,93.0
818,Motor Vehicle Theft,2014-07-01,110.0,72.0,91.0,71.0
819,Motor Vehicle Theft,2014-08-01,108.0,59.0,82.0,118.0
820,Motor Vehicle Theft,2014-09-01,81.0,81.0,75.0,91.0
821,Motor Vehicle Theft,2014-10-01,85.0,80.0,78.0,83.0
822,Motor Vehicle Theft,2014-11-01,109.0,98.0,85.0,81.0
823,Motor Vehicle Theft,2014-12-01,57.0,107.0,103.0,80.0
824,Motor Vehicle Theft,2015-01-01,69.0,87.0,77.0,86.0
825,Motor Vehicle Theft,2015-02-01,55.0,51.0,86.0,41.0
826,Motor Vehicle Theft,2015-03-01,102.0,66.0,74.0,111.0
827,Motor Vehicle Theft,2015-04-01,67.0,99.0,86.0,62.0
828,Motor Vehicle Theft,2015-05-01,61.0,108.0,88.0,69.0
829,Motor Vehicle Theft,2015-06-01,88.0,87.0,52.0,73.0
830,Motor Vehicle Theft,2015-07-01,114.0,131.0,60.0,99.0
831,Motor Vehicle Theft,2015-08-01,73.0,63.0,68.0,82.0
832,Motor Vehicle Theft,2015-09-01,72.0,54.0,85.0,88.0
833,Motor Vehicle Theft,2015-10-01,72.0,51.0,70.0,78.0
834,Motor Vehicle Theft,2015-11-01,46.0,47.0,66.0,62.0
835,Motor Vehicle Theft,2015-12-01,70.0,64.0,58.0,69.0
836,Motor Vehicle Theft,2016-01-01,73.0,92.0,72.0,72.0
837,Motor Vehicle Theft,2016-02-01,57.0,50.0,53.0,57.0
838,Motor Vehicle Theft,2016-03-01,58.0,53.0,69.0,52.0
839,Motor Vehicle Theft,2016-04-01,56.0,64.0,74.0,41.0
840,Motor Vehicle Theft,2016-05-01,69.0,60.0,73.0,62.0
841,Motor Vehicle Theft,2016-06-01,62.0,90.0,80.0,58.0
842,Motor Vehicle Theft,2016-07-01,85.0,96.0,79.0,120.0
843,Motor Vehicle Theft,2016-08-01,91.0,123.0,72.0,96.0
844,Motor Vehicle Theft,2016-09-01,89.0,73.0,63.0,98.0
845,Motor Vehicle Theft,2016-10-01,95.0,91.0,41.0,70.0
846,Motor Vehicle Theft,2016-11-01,79.0,63.0,63.0,65.0
847,Motor Vehicle Theft,2016-12-01,90.0,53.0,77.0,65.0
848,Motor Vehicle Theft,2017-01-01,61.0,55.0,69.0,66.0
849,Motor Vehicle Theft,2017-02-01,46.0,55.0,53.0,57.0
850,Motor Vehicle Theft,2017-03-01,36.0,43.0,51.0,69.0
